3202,40.7272235,-74.0337589,3203,40.727595966,-74.044247311
3185,40.7177325,-74.043845,3205,40.71653978099194,-74.0496379137039
3272,40.72333158646436,-74.04595255851744,3278,40.72568548362901,-74.04879033565521
3202,40.7272235,-74.0337589,3638,40.7242941,-74.0354826
3194,40.7253399253558,-74.06762212514877,3280,40.71928220070702,-74.07126188278198
3225,40.7236589,-74.0641943,3694,40.71113,-74.0789
3214,40.7127742,-74.0364857,3185,40.7177325,-74.043845
3273,40.721650724879986,-74.04288411140442,3269,40.72601172964625,-74.05038893222809
3273,40.721650724879986,-74.04288411140442,3269,40.72601172964625,-74.05038893222809
3275,40.71835519823214,-74.03891444206238,3273,40.721650724879986,-74.04288411140442
3202,40.7272235,-74.0337589,3639,40.7192517,-74.034234
3202,40.7272235,-74.0337589,3639,40.7192517,-74.034234
3272,40.72333158646436,-74.04595255851744,3205,40.71653978099194,-74.0496379137039
3272,40.72333158646436,-74.04595255851744,3205,40.71653978099194,-74.0496379137039
3678,40.72572613742557,-74.07195925712585,3276,40.71458403535893,-74.04281705617905
3209,40.7241765,-74.0506564,3186,40.71958611647166,-74.04311746358871
3267,40.7124188237569,-74.03852552175522,3792,40.71687,-74.03281
3276,40.71458403535893,-74.04281705617905,3186,40.71958611647166,-74.04311746358871
3209,40.7241765,-74.0506564,3211,40.72152515,-74.046304543
3792,40.71687,-74.03281,3211,40.72152515,-74.046304543
3211,40.72152515,-74.046304543,3792,40.71687,-74.03281
3203,40.727595966,-74.044247311,3211,40.72152515,-74.046304543
3203,40.727595966,-74.044247311,3639,40.7192517,-74.034234
3209,40.7241765,-74.0506564,3186,40.71958611647166,-74.04311746358871
3209,40.7241765,-74.0506564,3187,40.7211236,-74.03805095
3211,40.72152515,-74.046304543,3203,40.727595966,-74.044247311
3203,40.727595966,-74.044247311,3273,40.721650724879986,-74.04288411140442
3269,40.72601172964625,-74.05038893222809,3273,40.721650724879986,-74.04288411140442
3203,40.727595966,-74.044247311,3273,40.721650724879986,-74.04288411140442
3280,40.71928220070702,-74.07126188278198,3195,40.73089709786179,-74.06391263008118
3205,40.71653978099194,-74.0496379137039,3186,40.71958611647166,-74.04311746358871
3209,40.7241765,-74.0506564,3186,40.71958611647166,-74.04311746358871
3639,40.7192517,-74.034234,3276,40.71458403535893,-74.04281705617905
3195,40.73089709786179,-74.06391263008118,3677,40.72755146730012,-74.07106071710587
3638,40.7242941,-74.0354826,3483,40.71942,-74.05099
3196,40.7443187,-74.0439909,3269,40.72601172964625,-74.05038893222809
3269,40.72601172964625,-74.05038893222809,3791,40.73520838045357,-74.04696375131607
3278,40.72568548362901,-74.04879033565521,3211,40.72152515,-74.046304543
3638,40.7242941,-74.0354826,3792,40.71687,-74.03281
3677,40.72755146730012,-74.07106071710587,3792,40.71687,-74.03281
3213,40.71848892,-74.047726625,3186,40.71958611647166,-74.04311746358871
3269,40.72601172964625,-74.05038893222809,3273,40.721650724879986,-74.04288411140442
3677,40.72755146730012,-74.07106071710587,3792,40.71687,-74.03281
3681,40.71517767732029,-74.03768330812454,3203,40.727595966,-74.044247311
3678,40.72572613742557,-74.07195925712585,3220,40.734961020009514,-74.0595030784607
3199,40.7287448,-74.0321082,3273,40.721650724879986,-74.04288411140442
3275,40.71835519823214,-74.03891444206238,3792,40.71687,-74.03281
3639,40.7192517,-74.034234,3203,40.727595966,-74.044247311
3187,40.7211236,-74.03805095,3209,40.7241765,-74.0506564
3203,40.727595966,-74.044247311,3639,40.7192517,-74.034234
3278,40.72568548362901,-74.04879033565521,3272,40.72333158646436,-74.04595255851744
3205,40.71653978099194,-74.0496379137039,3185,40.7177325,-74.043845
3220,40.734961020009514,-74.0595030784607,3638,40.7242941,-74.0354826
3213,40.71848892,-74.047726625,3203,40.727595966,-74.044247311
3267,40.7124188237569,-74.03852552175522,3209,40.7241765,-74.0506564
3677,40.72755146730012,-74.07106071710587,3195,40.73089709786179,-74.06391263008118
3192,40.7112423,-74.0557013,3192,40.7112423,-74.0557013
3185,40.7177325,-74.043845,3213,40.71848892,-74.047726625
3681,40.71517767732029,-74.03768330812454,3211,40.72152515,-74.046304543
